STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880626 23:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880629 15:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880629 16:00,80, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880629 17:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880701 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880708 20:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880714 18:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880715 18:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880715 19:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880717 06:00,40, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880717 07:00,50, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880717 20:00,50, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880718 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880718 23:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880728 20:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880801 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880804 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880804 06:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880804 07:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880809 12:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880826 23:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880901 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880912 14:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880913 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880914 01:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880914 02:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880914 03:00,40, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880914 22:00,50, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880914 23:00,80, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880915 00:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880929 12:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880930 00:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19880930 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19881001 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19881019 18:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19881101 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19881115 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19881201 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19881216 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19881219 17:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19881219 18:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19881219 19:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890101 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890105 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890127 18:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890129 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890201 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890227 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890228 02:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890301 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890302 19:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890329 11:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890329 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890329 22:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890401 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890401 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890409 17:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890430 15:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890501 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890503 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890508 22:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890508 23:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890512 17:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890514 09:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890514 18:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890514 20:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890514 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890515 20:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890515 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890516 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890516 14:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890516 21:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890516 22:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890517 13:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890517 14:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890517 16:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890525 20:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890525 22:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890525 23:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890526 00:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890601 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890602 17:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 00:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 01:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 02:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 03:00,40, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 06:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 07:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 08:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 09:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 11:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 12:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890604 14:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890606 17:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890606 18:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890608 20:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890608 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890609 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890613 01:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890613 12:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890624 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890628 18:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890628 19:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890629 18:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890629 20:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890701 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890711 20:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890713 15:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890714 01:00,50, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890714 02:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890715 13:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890801 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890801 03:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890802 23:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890806 14:00,70, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890812 15:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890812 20:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890812 21:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890812 22:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890819 18:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890819 22:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890820 02:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890822 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890822 12:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890822 14:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890825 07:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890901 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890909 00:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890910 19:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890910 22:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890911 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890912 00:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890912 04:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890912 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890912 06:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890912 07:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890912 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890912 12:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19890920 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19891001 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19891016 11:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19891101 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19891201 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19891207 14:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900101 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900119 06:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900119 09:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900119 11:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900119 13:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900119 17:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900201 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900220 07:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900220 08:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900220 09:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900220 13:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900228 00:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900301 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900306 03:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900306 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900306 06:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900306 07:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900311 13:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900311 16:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900328 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900328 06:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900328 07:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900328 09:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900328 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900328 11:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900329 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900330 08:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900401 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900405 00:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900405 04:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900405 12:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900425 20:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900426 19:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900427 08:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900501 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900503 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900503 08:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900503 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900503 11:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900504 09:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900515 16:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900516 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900516 07:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900527 01:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900527 02:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900529 05:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900529 06:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900529 14:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900529 15:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900529 16:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900529 17:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900529 18:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900529 20:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900529 22:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900529 23:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900530 01:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900601 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900607 01:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900607 02:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900607 03:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900609 21:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900609 22:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900609 23:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900619 19:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900625 18:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900626 21:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900701 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900704 19:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900704 20:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900704 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900705 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900705 23:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900708 19:00,40, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900708 20:00,40, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900708 21:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900708 22:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900709 01:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900721 19:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900723 18:00,60, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900727 20:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900727 21:00,90, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900729 06:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900730 00:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900730 01:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900730 02:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900801 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900804 23:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900805 01:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900811 22:00,150, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900811 23:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900812 00:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900812 02:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900815 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900816 13:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900901 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900909 20:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900917 04:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900917 07:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900917 09:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900917 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900917 19:00,80, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900918 07:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900919 04:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900919 05:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900919 06:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900928 16:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900928 18:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900929 00:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900929 02:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900929 03:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900929 04:00,30, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900929 05:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900929 06:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19900929 08:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901001 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901002 20:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901008 11:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901020 07:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901020 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901020 12:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901101 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901102 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901102 22:00,20, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901102 23:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901103 00:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901103 02:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901103 03:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901126 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901201 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19901229 20:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910101 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910201 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910301 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910314 20:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910315 04:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910316 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910316 12:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910316 13:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910322 15:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910322 16:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910327 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910401 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910418 21:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910422 09:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910501 01:00,0,g, 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910504 10:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910504 11:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910504 13:00,10, , 
COOP:050304,ARAPAHOE CO US,1225.3,38.85,-102.16667,19910504 14:00,10, , 
